rcid,airpt_cd,airpt_name,cntry_cd,atpco_cntry_cd,icao,city_cd,lat,lng,timezone,gmt,is_rail_road,is_bus_station,geoname_id,us_state_cd,atpco_zone,atpco_area
5178,MVN,"Mt Vernon-Outland",US,US,,MVN,38.323055,-88.858610,America/Chicago,-6,N,N,4245170,IL,000,1
5179,MVO,Mongo,TD,TD,,MVO,12.200000,18.783333,Africa/Ndjamena,1,N,N,2427637,,230,2
5180,MVP,Mitu,CO,CO,SKMU,MVP,1.133333,-70.050000,America/Bogota,-5,N,N,6300748,,000,1
5181,MVQ,Mogilev,BY,BY,UMOO,MVQ,53.950000,30.133333,Europe/Minsk,3,N,N,7668522,,210,2
5182,MVR,Salam,CM,CM,FKKL,MVR,10.452222,14.256389,Africa/Douala,1,N,N,7668241,,230,2
5183,MVS,"Aeroporto Max Feffer",BR,BR,SNMU,MVS,-18.083332,-39.566666,America/Bahia,-3,N,N,7731306,,170,1
5184,MVT,Mataiva,PF,PF,NTGV,MVT,-14.833333,-148.416670,Pacific/Tahiti,-10,N,N,7730128,,340,3
5185,MVU,Musgrave,AU,AU,,MVU,-14.166667,143.683330,Australia/Brisbane,10,N,N,8298781,,340,3
5186,MVV,Megeve,FR,FR,,MVV,45.816666,6.650000,Europe/Paris,1,N,N,0,,210,2
5187,MVW,"Skagit Regional",US,US,KBVS,MVW,48.416668,-122.333336,America/Los_Angeles,-8,N,N,5786501,,000,1
5188,MVX,Minvoul,GA,GA,FOGV,MVX,2.150000,12.133333,Africa/Libreville,1,N,N,7730528,,230,2
5189,MVY,"Martha's Vineyard",US,US,KMVY,MVY,41.389336,-70.611820,America/New_York,-5,N,N,4943237,MA,000,1
5190,MVZ,Masvingo,ZW,ZW,FVMV,MVZ,-20.054167,30.860556,Africa/Harare,2,N,N,6297113,,230,2
5191,MWA,"Williamson County",US,US,KMWA,MWA,37.751945,-89.016390,America/Chicago,-6,N,N,4253176,IL,000,1
5192,MWB,Morawa,AU,AU,,MWB,-29.204166,116.022500,Australia/Perth,8,N,N,7731307,,340,3
5193,MWC,"Lawrence J Timmerman",US,US,KMWC,MKE,43.033333,-87.916664,America/Chicago,-6,N,N,5259610,,000,1
5194,MWD,Mianwali,PK,PK,OPMI,MWD,32.550000,71.550000,Asia/Karachi,5,N,N,1333471,,330,3
5195,MWE,Merowe,SD,SD,HSMR,MWE,18.450000,31.833332,Africa/Khartoum,3,N,N,8224629,,220,2
5196,MWF,Maewo,VU,VU,NVSN,MWF,-15.166667,168.166670,Pacific/Efate,11,N,N,7730713,,340,3
5197,MWG,Marawaka,PG,PG,,MWG,-6.133333,146.133330,Pacific/Port_Moresby,10,N,N,8261032,,340,3
5198,MWH,"Grant County",US,US,KMWH,MWH,47.205000,-119.315560,America/Los_Angeles,-8,N,N,5803990,WA,000,1
5199,MWI,Maramuni,PG,PG,,MWI,-5.150000,143.483340,Pacific/Port_Moresby,10,N,N,8299221,,340,3
5200,MWJ,"Matthews Ridge",GY,GY,,MWJ,6.550000,-59.900000,America/Guyana,-4,N,N,8261024,,140,1
5201,MWK,Matak,ID,ID,WIOM,MWK,3.300000,106.266670,Asia/Jakarta,7,N,N,7668673,,320,3
5202,MWL,"Mineral Wells Airport",US,US,KMWL,MWL,32.783333,-98.066666,America/Chicago,-6,N,N,4711648,,000,1
5203,MWM,"Windom Municipal",US,US,KMWM,MWM,43.916668,-95.100000,America/Chicago,-6,N,N,5053092,,000,1
5204,MWN,Mwadui,TZ,TZ,HTMD,MWN,-3.550000,33.600000,Africa/Dar_es_Salaam,3,N,N,7730622,,230,2
5205,MWO,"Hook Field",US,US,,MWO,39.516666,-84.400000,America/New_York,-5,N,N,0,,000,1
5206,MWP,Mountain,NP,NP,,MWP,28.000000,85.333336,Asia/Kathmandu,6,N,N,7731308,,330,3
5207,MWQ,Magwe,MM,MM,VYMW,MWQ,20.166668,94.941110,Asia/Rangoon,7,N,N,7731309,,320,3
5208,MWR,"Motswari Airfield",ZA,ZA,,MWR,NULL,NULL,Africa/Johannesburg,2,N,N,0,,230,2
5209,MWS,"Mount Wilson",US,US,,MWS,34.216667,-118.066666,America/Los_Angeles,-8,N,N,0,,000,1
5210,MWT,Moolawatana,AU,AU,,MWT,-28.500000,138.000000,Australia/Adelaide,11,N,N,8298794,,340,3
5211,MWU,Mussau,PG,PG,,MWU,-1.500000,149.666670,Pacific/Port_Moresby,10,N,N,8260863,,340,3
5212,MWV,Mundulkiri,KH,KH,,MWV,12.460556,107.190834,Asia/Phnom_Penh,7,N,N,8261060,,320,3
5213,MWX,"Muan International",KR,KR,RKJB,MWX,34.991405,126.382810,Asia/Seoul,9,N,N,8299100,,310,3
5214,MWY,"Miranda Downs",AU,AU,,MWY,-25.783333,141.516660,Australia/Brisbane,10,N,N,7731310,,340,3
5215,MWZ,Mwanza,TZ,TZ,HTMW,MWZ,-2.441221,32.923225,Africa/Dar_es_Salaam,3,N,N,6297365,,230,2
5216,MXA,Municipal,US,US,KMXA,MXA,35.883330,-90.183334,America/Chicago,-6,N,N,4120424,,000,1
5217,MXB,Masamba,ID,ID,WAWM,MXB,-2.333333,120.333336,Asia/Makassar,8,N,N,7731311,,320,3
5218,MXC,"San Juan County",US,US,,MXC,37.883330,-109.366670,America/Denver,-7,N,N,5546330,,000,1
5219,MXD,"Marion Downs",AU,AU,YMWX,MXD,-23.333332,139.600000,Australia/Brisbane,10,N,N,7731312,,340,3
5220,MXE,Maxton,US,US,KMEB,MXE,34.716667,-79.333336,America/New_York,-5,N,N,4478372,,000,1
5221,MXF,"Maxwell AFB",US,US,KMXF,MGM,32.383330,-86.316666,America/Chicago,-6,N,N,6301653,,000,1
5222,MXG,Marlborough,US,US,,MXG,42.333332,-71.550000,America/New_York,-5,N,N,0,,000,1
5223,MXH,Moro,PG,PG,AYMR,MXH,-6.352500,143.250550,Pacific/Port_Moresby,10,N,N,7730411,,340,3
5224,MXI,"Imelda Romualdez Marcos",PH,PH,,MXI,6.916667,126.250000,Asia/Manila,8,N,N,0,,320,3
5225,MXJ,Minna,NG,NG,DNMN,MXJ,9.616667,6.533333,Africa/Lagos,1,N,N,7668188,,230,2
5226,MXK,Mindik,PG,PG,,MXK,-6.383333,147.616670,Pacific/Port_Moresby,10,N,N,2090785,,340,3
5227,MXL,Mexicali,MX,MX,MMML,MXL,32.628200,-115.248215,America/Tijuana,-8,N,N,7910158,,000,1
5228,MXM,Morombe,MG,MG,FMSR,MXM,-21.750000,43.366670,Indian/Antananarivo,3,N,N,1058391,,230,2
5229,MXN,Morlaix,FR,FR,LFRU,MXN,48.600000,-3.816667,Europe/Paris,1,N,N,6299463,,210,2
5230,MXO,Municipal,US,US,,MXO,42.250000,-91.200000,America/Chicago,-6,N,N,4867814,,000,1
5231,MXP,"Milano Malpensa",IT,IT,LIMC,MIL,45.627403,8.712370,Europe/Rome,1,N,N,3174133,,210,2
5232,MXR,Mirgorod,UA,UA,,MXR,49.966667,33.600000,Europe/Kiev,2,N,N,8260989,,210,2
5233,MXS,"Maota Savaii Island",WS,WS,NSMA,MXS,-13.716667,-172.233340,Pacific/Apia,14,N,N,7667898,,,
5234,MXT,Maintirano,MG,MG,FMMO,MXT,-18.047777,44.032780,Indian/Antananarivo,3,N,N,1061913,,230,2
5235,MXU,Mullewa,AU,AU,YMWA,MXU,-28.550000,115.516670,Australia/Perth,8,N,N,7731313,,340,3
5236,MXV,Moron,MN,MN,ZMMN,MXV,49.633330,100.166664,Asia/Ulaanbaatar,8,N,N,7668799,,320,3
5237,MXW,Mandalgobi,MN,MN,ZMMG,MXW,45.766666,106.283330,Asia/Ulaanbaatar,8,N,N,7731314,,320,3
5238,MXX,Mora,SE,SE,ESKM,MXX,60.958120,14.504529,Europe/Stockholm,1,N,N,2691383,,210,2
5239,MXY,Mccarthy,US,US,,MXY,61.470610,-142.937360,America/Anchorage,-9,N,N,5868503,,000,1
5240,MXZ,Meixian,CN,CN,ZGMX,MXZ,24.266811,116.104490,Asia/Shanghai,8,N,N,7731315,,320,3
5241,MYA,Moruya,AU,AU,YMRY,MYA,-35.902510,150.147170,Australia/Sydney,11,N,N,7668744,,340,3
5242,MYB,Mayoumba,GA,GA,FOOY,MYB,-3.450000,10.683333,Africa/Libreville,1,N,N,6297077,,230,2
5243,MYC,Maracay,VE,VE,SVBS,MYC,10.500000,-68.166664,America/Caracas,-5,N,N,3632998,,170,1
5244,MYD,Malindi,KE,KE,HKML,MYD,-3.230755,40.100480,Africa/Nairobi,3,N,N,6297318,,230,2
5245,MYE,"Miyake Jima",JP,JP,RJTQ,MYE,34.069443,139.562500,Asia/Tokyo,9,N,N,6300411,,310,3
5246,MYF,"Montgomery Field",US,US,NULL,SAN,32.716667,-117.150000,America/Los_Angeles,-8,N,N,5374485,,000,1
5247,MYG,Mayaguana,BS,BS,MYMM,MYG,22.376667,-73.018330,America/Nassau,-5,N,N,0,,140,1
5248,MYH,"Marble Canyon",US,US,,MYH,36.812500,-111.645836,America/Phoenix,-7,N,N,5303720,,000,1
5249,MYI,"Murray Island",AU,AU,YMUI,MYI,-9.920066,144.064970,Australia/Brisbane,10,N,N,7668747,,340,3
5250,MYJ,Matsuyama,JP,JP,RJOM,MYJ,33.822224,132.704160,Asia/Tokyo,9,N,N,6300379,,310,3
5251,MYK,"May Creek",US,US,,MYK,61.416668,-142.916670,America/Anchorage,-9,N,N,5868464,,000,1
5252,MYL,Mccall,US,US,KMYL,MYL,44.916668,-116.100000,America/Boise,-7,N,N,5600364,,000,1
5253,MYM,"Monkey Mountain",GY,GY,SYMM,MYM,4.600000,-59.633330,America/Guyana,-4,N,N,7731316,,140,1
5254,MYN,Mareb,YE,YE,OYMB,MYN,15.483333,45.333332,Asia/Aden,3,N,N,6300138,,220,2
5255,MYO,Myroodah,AU,AU,,MYO,-18.116667,124.266670,Australia/Perth,8,N,N,7731317,,340,3
5256,MYP,Mary,TM,TM,UTAM,MYP,37.666668,61.833332,Asia/Ashgabat,5,N,N,7730200,,320,3
5257,MYQ,Mysore,IN,IN,VOMY,MYQ,12.300000,76.650000,Asia/Kolkata,6,N,N,7731318,,330,3
5258,MYR,"Myrtle Beach AFB",US,US,KMYR,MYR,33.682674,-78.922940,America/New_York,-5,N,N,4588725,SC,000,1
5259,MYT,Myitkyina,MM,MM,VYMK,MYT,25.354168,97.298890,Asia/Rangoon,7,N,N,7910373,,320,3
5260,MYU,"Ellis Field",US,US,PAMY,MYU,60.372780,-166.268050,America/Anchorage,-9,N,N,5868684,,000,1
5261,MYV,"Yuba County",US,US,KMYV,MYV,39.098057,-121.569725,America/Los_Angeles,-8,N,N,5411027,,000,1
5262,MYW,Mtwara,TZ,TZ,HTMT,MYW,-10.338889,40.193610,Africa/Dar_es_Salaam,3,N,N,6297363,,230,2
5263,MYX,Menyamya,PG,PG,,MYX,-7.200000,146.016660,Pacific/Port_Moresby,10,N,N,2090951,,340,3
5264,MYY,Miri,MY,MY,WBGR,MYY,4.325261,113.983116,Asia/Kuching,8,N,N,6301210,,320,3
5265,MYZ,"Monkey Bay",MW,MW,FWMY,MYZ,-14.100000,34.533333,Africa/Blantyre,2,N,N,6297124,,230,2
5266,MZB,"Mocimboa Praia",MZ,MZ,FQMP,MZB,-11.356111,40.354168,Africa/Maputo,2,N,N,1085265,,230,2
5267,MZC,Mitzic,GA,GA,FOOM,MZC,0.783333,11.566667,Africa/Libreville,1,N,N,6297073,,230,2
5268,MZD,Mendez,EC,EC,,MZD,-2.733333,-78.316666,America/Guayaquil,-5,N,N,7731319,,170,1
5269,MZE,Manatee,BZ,BZ,,MZE,17.083332,-89.600000,America/Belize,-6,N,N,0,,160,1
5270,MZF,"Mzamba(Wild Coast Sun)",ZA,ZA,,MZF,-32.750000,28.500000,Africa/Johannesburg,2,N,N,8299241,,230,2
5271,MZG,Makung,TW,TW,RCQC,MZG,23.569166,119.618614,Asia/Taipei,8,N,N,6300304,,320,3
5272,MZH,Merzifon,TR,TR,LTAP,MZH,40.883330,35.533333,Europe/Istanbul,2,N,N,6299733,,210,2
5273,MZI,Mopti,ML,ML,GAMB,MZI,14.508333,-4.085000,Africa/Bamako,0,N,N,6297175,,230,2
5274,MZJ,Marana,US,US,KMZJ,MZJ,32.516666,-111.333336,America/Phoenix,-7,N,N,5308914,AZ,000,1
5275,MZK,Marakei,KI,KI,,MZK,1.983333,173.666670,Pacific/Tarawa,12,N,N,0,,340,3
5276,MZL,Santaguida,CO,CO,SKMZ,MZL,5.029005,-75.468780,America/Bogota,-5,N,N,7668462,,000,1
5277,MZM,Frescaty,FR,FR,,ETZ,49.072500,6.134444,Europe/Paris,1,N,N,0,,210,2
5278,MZN,Minj,PG,PG,,MZN,-5.905556,144.676670,Pacific/Port_Moresby,10,N,N,2090763,,340,3
5279,MZO,"Sierra Maestra",CU,CU,MUMZ,MZO,20.325000,-77.128890,America/Havana,-5,N,N,6299927,,140,1
5280,MZP,Motueka,NZ,NZ,,MZP,-41.116670,173.000000,Pacific/Auckland,13,N,N,2184361,,340,3
5281,MZQ,Mkuze,ZA,ZA,,MZQ,-27.633333,32.050000,Africa/Johannesburg,2,N,N,975511,,230,2
5282,MZR,Mazar-i-sharif,AF,AF,OAMS,MZR,36.709190,67.208490,Asia/Kabul,5,N,N,6252379,,330,3
5283,MZS,Mostyn,MY,MY,,MZS,4.616667,118.150000,Asia/Kuching,8,N,N,0,,320,3
5284,MZT,"Gen Rafael Buelna",MX,MX,MMMZ,MZT,23.167315,-106.270150,America/Mazatlan,-7,N,N,6299861,,000,1
5285,MZU,Muzaffarpur,IN,IN,VEMZ,MZU,26.116667,85.383330,Asia/Kolkata,6,N,N,7668594,,330,3
5286,MZV,"Mulu,",MY,MY,WBFC,MZV,4.033333,114.800000,Asia/Kuching,8,N,N,6354945,,320,3
5287,MZW,Mechria,DZ,DZ,DAAY,MZW,33.521942,-0.283056,Africa/Algiers,1,N,N,6296369,,210,2
5288,MZX,Mena,ET,ET,,MZX,6.350000,39.716667,Africa/Addis_Ababa,3,N,N,331064,,230,2
5289,MZY,"Mossel Bay",ZA,ZA,FAMO,MZY,-34.183334,22.083332,Africa/Johannesburg,2,N,N,973709,,230,2
5290,MZZ,Marion,US,US,KMZZ,MZZ,40.490833,-85.679440,America/Indiana/Indianapolis,-5,N,N,4923214,,000,1
5291,NAA,Narrabri,AU,AU,YNBR,NAA,-30.318290,149.829120,Australia/Sydney,11,N,N,7668749,,340,3
5292,NAB,"Albany NAS",US,US,,ABY,31.583332,-84.166664,America/New_York,-5,N,N,0,,000,1
5293,NAC,Naracoorte,AU,AU,YNRC,NAC,-36.950000,140.833330,Australia/Adelaide,11,N,N,7731321,,340,3
5294,NAD,Macanal,CO,CO,,NAD,2.566667,-67.583336,America/Bogota,-5,N,N,8260856,,000,1
5295,NAE,Natitingou,BJ,BJ,,NAE,10.383333,1.366667,Africa/Porto-Novo,1,N,N,2392601,,230,2
5296,NAF,Banaina,ID,ID,,NAF,2.750000,117.050000,Asia/Makassar,8,N,N,7731322,,320,3
5297,NAG,"Dr. Babasaheb Ambedkar International",IN,IN,VANP,NAG,21.090036,79.056360,Asia/Kolkata,6,N,N,6301042,,330,3
5298,NAH,Naha,ID,ID,WAMH,NAH,3.716667,125.366670,Asia/Makassar,8,N,N,6301192,,320,3
5299,NAI,Annai,GY,GY,SYAN,NAI,3.750000,-59.000000,America/Guyana,-4,N,N,7731323,,140,1
5300,NAJ,Nakhichevan,AZ,AZ,UBBN,NAJ,39.190277,45.458890,Asia/Baku,4,N,N,7730185,,210,2
5301,NAK,"Nakhon Ratchasima",TH,TH,VTUQ,NAK,14.933333,102.083336,Asia/Bangkok,7,N,N,7668647,,320,3
5302,NAL,Nalchik,RU,RU,URMN,NAL,43.533333,43.700000,Europe/Moscow,4,N,N,6300992,,210,2
5303,NAM,Namlea,ID,ID,WAPR,NAM,-3.300000,127.100000,Asia/Jayapura,9,N,N,6301204,,320,3
5304,NAN,"Nadi International",FJ,FJ,NFFN,NAN,-17.753270,177.451610,Pacific/Fiji,13,N,N,6299945,,340,3
5305,NAO,Nanchong,CN,CN,ZUNC,NAO,30.800000,106.066666,Asia/Shanghai,8,N,N,7731324,,320,3
5306,NAP,Capodichino,IT,IT,LIRN,NAP,40.886112,14.291667,Europe/Rome,1,N,N,6299627,,210,2
5307,NAQ,Qaanaaq,GL,GL,BGQQ,NAQ,77.485640,-69.374860,America/Godthab,-3,N,N,7668096,,120,1
5308,NAR,Nare,CO,CO,SKPN,NAR,6.200000,-74.583336,America/Bogota,-5,N,N,7731326,,000,1
5309,NAS,"Nassau International",BS,BS,MYNN,NAS,25.048223,-77.463776,America/Nassau,-5,N,N,3571824,,140,1
5310,NAT,"Augusto Severo",BR,BR,SBNT,NAT,-5.916787,-35.250244,America/Fortaleza,-3,N,N,3406959,,170,1
5311,NAU,"Napuka Island",PF,PF,NTGN,NAU,-14.166667,-141.583330,Pacific/Tahiti,-10,N,N,7730697,,340,3
5312,NAV,Nevsehir,TR,TR,LTAZ,NAV,38.633330,34.716667,Europe/Istanbul,2,N,N,6299742,,210,2
5313,NAW,Narathiwat,TH,TH,VTSC,NAW,6.516667,101.750000,Asia/Bangkok,7,N,N,1608409,,320,3
5314,NAX,"Kalaeloa John Rodgers Field",US,US,,NAX,21.300000,-158.116670,Pacific/Honolulu,-10,N,N,0,,000,1
5315,NAY,"Nanyuan Airport",CN,CN,ZBBB,BJS,39.782500,116.387780,Asia/Shanghai,8,N,N,7729998,,320,3
5316,NAZ,Nana,SB,SB,,NAZ,-14.866667,-74.950000,Pacific/Guadalcanal,11,N,N,8299099,,340,3
5317,NBA,Nambaiyufa,PG,PG,,NBA,-6.250000,145.233340,Pacific/Port_Moresby,10,N,N,2090012,,340,3
5318,NBB,Barrancominas,CO,CO,,NBB,3.333333,-70.333336,America/Bogota,-5,N,N,7731327,,000,1
5319,NBC,"Naberevnye Chelny",RU,RU,KNBC,NBC,55.564125,52.103410,Europe/Moscow,4,N,N,7668562,,210,2
5320,NBE,"Zine El Abidine Ben Ali International Airport",TN,TN,DTNZ,NBE,36.075832,10.438611,Africa/Tunis,1,N,N,7165890,,210,2
5321,NBG,"NAS/Alvin Callendar",US,US,,MSY,29.833332,-90.033330,America/Chicago,-6,N,N,0,,000,1
5322,NBH,"Nambucca Heads",AU,AU,YNHS,NBH,-30.633333,152.983340,Australia/Sydney,11,N,N,7731328,,340,3
5323,NBL,"San Blas",PA,PA,MPWN,NBL,9.300000,-79.000000,America/Panama,-5,N,N,7730674,,170,1
5324,NBO,"Jomo Kenyatta International",KE,KE,HKJK,NBO,-1.319167,36.925780,Africa/Nairobi,3,N,N,6297307,,230,2
5325,NBP,"Battery Pk City/N. Cov",US,US,,NYC,40.706112,-74.021670,America/New_York,-5,N,N,0,,000,1
5326,NBS,Changbaishan,CN,CN,,NBS,42.083332,127.600000,Asia/Shanghai,8,N,N,7910372,,320,3
5327,NBU,NAS,US,US,,NBU,39.550000,-107.316666,America/Chicago,-6,N,N,0,,000,1
5328,NBV,"Cana Brava",BR,BR,,NBV,-17.383333,-45.866670,America/Sao_Paulo,-2,N,N,0,,170,1
5329,NBW,"Guantanamo NAS",CU,CU,MUGM,GAO,20.166668,-75.233330,America/Havana,-5,N,N,6299922,,140,1
5330,NBX,Nabire,ID,ID,WABI,NBX,-3.366667,135.433330,Asia/Jayapura,9,N,N,6301181,,320,3
5331,NCA,"North Caicos",TC,TC,MBNC,NCA,21.933332,-71.983330,America/Grand_Turk,-5,N,N,7668340,,140,1
5332,NCE,"Cote D'azur International Airport",FR,FR,LFMN,NCE,43.660490,7.205232,Europe/Paris,1,N,N,6299418,,210,2
5333,NCG,"Nueva Casas Grandes",MX,MX,,NCG,30.416668,-107.916664,America/Chihuahua,-7,N,N,0,,000,1
5334,NCH,Nachingwea,TZ,TZ,HTNA,NCH,-10.363889,38.775000,Africa/Dar_es_Salaam,3,N,N,6297366,,230,2
5335,NCI,Necocli,CO,CO,SKNC,NCI,8.483333,-76.750000,America/Bogota,-5,N,N,7731329,,000,1
5336,NCJ,Sunchales,AR,AR,,NCJ,-30.944040,-61.561480,America/Argentina/Cordoba,-3,N,N,3834971,,170,1
5337,NCL,"Newcastle Airport",GB,GB,EGNT,NCL,55.037064,-1.710629,Europe/London,0,N,N,6296611,,210,2
5338,NCN,"New Chenega",US,US,PFCB,NCN,60.078310,-147.997730,America/Anchorage,-9,N,N,8114008,,000,1
5339,NCO,NAS,US,US,KOQU,NCO,41.000000,-71.000000,America/New_York,-5,N,N,5224229,,000,1
5340,NCP,"Cubi Pt NAS",PH,PH,,NCP,16.000000,121.000000,Asia/Manila,8,N,N,0,,320,3
5341,NCQ,"Atlanta NAS",US,US,,MGE,33.916668,-84.516670,America/New_York,-5,N,N,0,,000,1
5342,NCR,"San Carlos",NI,NI,MNSC,NCR,11.250000,-84.833336,America/Managua,-6,N,N,7730671,,160,1
5343,NCS,Newcastle,ZA,ZA,FANC,NCS,-27.774166,29.990000,Africa/Johannesburg,2,N,N,971430,,230,2
5344,NCT,Guanacaste,CR,CR,,NCT,10.138889,-85.445000,America/Costa_Rica,-6,N,N,3622716,,160,1
5345,NCU,Nukus,UZ,UZ,UTNN,NCU,42.483334,59.633330,Asia/Samarkand,5,N,N,6301008,,320,3
5346,NCY,Annecy-Meythe,FR,FR,LFLP,NCY,45.930557,6.100833,Europe/Paris,1,N,N,6694618,,210,2
5347,NDA,Bandanaira,ID,ID,,NDA,-4.533333,129.900000,Asia/Jayapura,9,N,N,7731330,,320,3
5348,NDB,Nouadhibou,MR,MR,GQPP,NDB,20.934168,-17.028334,Africa/Nouakchott,0,N,N,6297243,,230,2
5349,NDC,Nanded,IN,IN,VAND,NDC,19.183332,77.316666,Asia/Kolkata,6,N,N,7668576,,330,3
5350,NDD,Sumbe,AO,AO,FNSU,NDD,-11.166667,13.866667,Africa/Luanda,1,N,N,7668255,,230,2
5351,NDE,Mandera,KE,KE,HKMA,NDE,3.933333,41.866670,Africa/Nairobi,3,N,N,6297315,,230,2
5352,NDF,Ndalatandos,AO,AO,,NDF,-9.333333,14.833333,Africa/Luanda,1,N,N,7731331,,230,2
5353,NDG,Qiqihar,CN,CN,ZYQQ,NDG,47.316666,123.916664,Asia/Shanghai,8,N,N,6301400,,320,3
5354,NDH,"CZ Bus Station",CN,CN,,ZAS,NULL,NULL,Asia/Shanghai,8,N,Y,0,,320,3
5355,NDI,Namudi,PG,PG,,NDI,-9.433333,148.266660,Pacific/Port_Moresby,10,N,N,2089966,,340,3
5356,NDJ,N'Djamena,TD,TD,FTTJ,NDJ,12.129056,15.034215,Africa/Ndjamena,1,N,N,2432548,,230,2
5357,NDK,"Namdrik Island",MH,MH,,NDK,5.633333,168.116670,Pacific/Majuro,12,N,N,0,,370,3
5358,NDL,Ndele,CF,CF,FEFN,NDL,8.416667,20.600000,Africa/Bangui,1,N,N,6296976,,230,2
5359,NDM,Mendi,ET,ET,HAMN,NDM,9.816667,35.083332,Africa/Addis_Ababa,3,N,N,7730590,,230,2
5360,NDN,Nadunumu,PG,PG,,NDN,-9.133333,147.683330,Pacific/Port_Moresby,10,N,N,8299070,,340,3
5361,NDO,"La Palma Del Condado",ES,ES,,NDO,37.383330,-6.583333,Europe/Madrid,1,N,N,2515679,,210,2
5362,NDP,"Ellyson NAS",US,US,,PNS,30.472500,-87.188330,America/Chicago,-6,N,N,0,,000,1
5363,NDR,Nador,MA,MA,GMFN,NDR,34.988888,-3.028333,Africa/Casablanca,0,N,N,0,,210,2
5364,NDS,Sandstone,AU,AU,YSAN,NDS,-27.983334,119.300000,Australia/Perth,8,N,N,7731332,,340,3
5365,NDU,Rundu,NA,NA,FYRU,NDU,-17.950000,19.716667,Africa/Windhoek,2,N,N,6297135,,230,2
5366,NDV,"USN Heliport",US,US,,NDV,38.866670,-77.000000,America/New_York,-5,N,N,4137523,,000,1
5367,NDY,Sanday,GB,GB,EGES,NDY,59.250000,-2.583333,Europe/London,0,N,N,7668201,,210,2
5368,NEA,"Brunswick Golden Isles",US,US,,NEA,31.250000,-81.466670,America/New_York,-5,N,N,4197377,,000,1
5369,NEC,Necochea,AR,AR,,NEC,-38.566666,-58.750000,America/Argentina/Buenos_Aires,-3,N,N,3430443,,170,1
5370,NEF,Neftekamsk,RU,RU,UWUF,NEF,56.100000,54.350000,Asia/Yekaterinburg,6,N,N,7668566,,210,2
5371,NEG,Negril,JM,JM,,NEG,18.308332,-78.333336,America/Jamaica,-5,N,N,3489331,,140,1
5372,NEJ,Nejjo,ET,ET,HANJ,NEJ,9.500000,35.466667,Africa/Addis_Ababa,3,N,N,7730592,,230,2
5373,NEK,Nekemt,ET,ET,HANK,NEK,9.066667,36.500000,Africa/Addis_Ababa,3,N,N,7730593,,230,2
5374,NEL,Naec,US,US,,NEL,40.016666,-74.316666,America/New_York,-5,N,N,5100269,,000,1
5375,NEN,"Olf Usn",US,US,,NEN,30.316668,-81.850000,America/New_York,-5,N,N,0,,000,1
5376,NER,Neryungri,RU,XU,UELL,NER,56.650000,124.600000,Asia/Yakutsk,10,N,N,6301866,,360,3
5377,NES,"East 34th St Landing",US,US,,NYC,40.743332,-73.975000,America/New_York,-5,N,N,0,,000,1
5378,NET,"New Bight",BS,BS,,NET,24.320000,-75.450000,America/Nassau,-5,N,N,0,,140,1
5379,NEU,"Sam Neua",LA,LA,VLSN,NEU,20.416668,104.066666,Asia/Vientiane,7,N,N,7730220,,320,3
5380,NEV,"Vance Winkworth Amory International",KN,KN,TKPN,NEV,17.205000,-62.592500,America/St_Kitts,-4,N,N,3575260,,140,1
5381,NEW,Lakefront,US,US,KNEW,MSY,30.039444,-90.026665,America/Chicago,-6,N,N,4330381,LA,000,1
5382,NFB,"Detroit NAF",US,US,,MTC,42.966667,-82.966670,America/Detroit,-5,N,N,0,,000,1
5383,NFF,"CZ Bus Station",CN,CN,,ZEF,36.280000,-80.790000,Asia/Shanghai,8,N,Y,0,,320,3
5384,NFG,Nefteyugansk,RU,XU,USRN,NFG,61.133330,73.050000,Asia/Yekaterinburg,6,N,N,7668538,,360,3
5385,NFL,NAS,US,US,KNFL,NFL,39.466667,-118.783330,America/Los_Angeles,-8,N,N,5503921,,000,1
5386,NFO,Mata'aho,TO,TO,NFTO,NFO,-15.600000,-175.650000,Pacific/Tongatapu,13,N,N,7730693,,340,3
5387,NFR,Nafoora,LY,LY,,NFR,29.216667,21.583332,Africa/Tripoli,1,N,N,8260872,,230,2
5388,NGA,Young,AU,AU,YYNG,NGA,-34.250000,148.250000,Australia/Sydney,11,N,N,7668787,,340,3
5389,NGB,"Lishe International Airport",CN,CN,ZSNB,NGB,29.820415,121.462395,Asia/Shanghai,8,N,N,7668805,,320,3
5390,NGC,"North Rim",US,US,,GCN,36.389720,-112.129166,America/Phoenix,-7,N,N,0,,000,1
5391,NGD,"Captain Auguste George",VG,VG,,NGD,18.716667,-64.300000,America/Tortola,-4,N,N,0,,140,1
5392,NGE,Ngaoundéré,CM,CM,FKKN,NGE,7.356389,13.561389,Africa/Douala,1,N,N,6297002,,230,2
5393,NGI,"Ngau Island",FJ,FJ,NFNG,NGI,-18.000000,179.333330,Pacific/Fiji,13,N,N,7668368,,340,3
5394,NGK,Nogliki,RU,XU,,NGK,51.800000,143.166670,Asia/Sakhalin,11,N,N,8260750,,360,3
5395,NGL,"Ngala Airfield",ZA,ZA,FANG,NGL,2.450000,21.550000,Africa/Johannesburg,2,N,N,7730490,,230,2
5396,NGN,Nargana,PA,PA,,NGN,9.568611,-79.250000,America/Panama,-5,N,N,8299211,,170,1
5397,NGO,"Chu-Bu Centrair International (Central Japan International)",JP,JP,RJGG,NGO,34.858334,136.805280,Asia/Tokyo,9,N,N,6300359,,310,3
